Cheese Name,Milk Type,Texture,Rind,Color,Flavor,Aroma,,,,,,,,,,
/appenzeller/,Made from cow's milk,Switzerland,Appenzell,"hard, artisan, smear-ripened","firm, open and smooth",washed,straw,"fruity, spicy, tangy",no,"Appenzeller Classic, Appenzeller Surchoix, Appenzeller Extra",,,,,,
/montasio/,Made from unpasteurized cow's milk,Italy,Friuli Venezia Giulia and Veneto,semi-firm,creamy,"mild, smooth","aromatic, pleasant",no,"Montasio Mitica® DOP, Montasio Mitica DOP",,,,,,,
/ossau-fermier/,Made from unpasteurized sheep's milk,France,Bearn & Iraty,"firm, artisan","creamy, firm and grainy",natural,ivory,"buttery, fruity, herbaceous, nutty","earthy, grassy",no,"Ossau au Piment d'Espelette, Ossau-Iraty, Ossau Irati, Istara Ossau Iraty, Ossau Fermier",,,,,
/ami-du-chambertin/,Made from pasteurized or unpasteurized cow's milk,France,"Gevrey-Chambertin, Burgundy","semi-soft, artisan, brined",45%,smooth,washed,white,"buttery, sharp",no,L'Ami du Chambertin,,,,,
/vignotte/,Made from pasteurized cow's milk,France,Normandy,Brie,soft,75%,"creamy, smooth and spreadable",bloomy,straw,"buttery, lemony",strong,yes,,,,
/wigmore/,Made from sheep's milk,England and United Kingdom,Risely,"semi-soft, artisan",48%,creamy and crumbly,bloomy,white,"fruity, mild, sweet",yeasty,yes,Village Maid Cheese,,,,
/humboldt-fog/,Made from pasteurized goat's milk,United States,"Arcata, California","semi-soft, soft-ripened","creamy, runny and smooth",bloomy,white,"citrusy, herbaceous, tangy","floral, goaty, pungent",yes,Cypress Grove Chevre,"Humboldt Fog Grande, Humboldt Fog Mini",,,,
/saint-paulin/,Made from pasteurized cow's milk,France,Saint-Paulin,"semi-soft, artisan",creamy and firm,washed,"buttery, sweet",milky,Fromagerie Fritz Kaiser,,,,,,,
/brie-de-melun/,Made from unpasteurized cow's milk,France,Ile de France,Brie,"semi-soft, soft-ripened",45%,firm,bloomy,yellow,"salty, sharp, sour, strong","grassy, musty",Brie Noir,,,,
/maytag-blue/,Made from unpasteurized cow's milk,United States,Iowa,Blue,"semi-hard, blue-veined",crumbly and dense,rindless,cream,"lemony, savory, tangy","pungent, strong",Maytag Dairy Farms,,,,,
/armenian-string-cheese/,"Made from unpasteurized cow's, goat's or sheep's milk",Armenia and Syria,Middle East,semi-soft,"creamy, smooth and springy",white,"buttery, nutty, sharp",nutty,no,"Syrian String Cheese, jibneh mshallaleh, Chechil",,,,,,
/delice-de-bourgogne/,Made from pasteurized cow's milk,France,Burgundy,Brie,"soft, soft-ripened",75%,creamy and smooth,bloomy,cream,"buttery, mushroomy, smooth, tangy","mushroom, pungent, strong",no,Fromagerie Lincet,Delice Cheese,,
/kashkaval/,Made from cow's or sheep's milk,"Bulgaria, Romania, Serbia and Turkey",Pasta filata,semi-hard,creamy,yellow,creamy,rich,"kasseri, cascaval, kashkawan, Ksara, Kashkaval vitosha, Kaval, Kashkaval balkan, Kashkaval preslav",,,,,,,
/bra/,Made from pasteurized cow's milk,Italy,Piedmont,hard,35%,firm,natural,pale yellow,"salty, savory",no,Bra Duro DOP,,,,,
/abbaye-de-belval/,Made from cow's milk,France,semi-hard,40-46%,elastic,washed,ivory,aromatic,no,,,,,,,
/quark/,Made from pasteurized cow's milk,"Australia, Austria, Belarus, Czech Republic, Denmark, Germany, Hungary, Netherlands, Norway, Poland, Russia, Sweden and United States",Cottage,"fresh soft, artisan",creamy and smooth,rindless,white,"mild, milky","milky, sweet",yes,"Tvorog, Twaróg, Quarck, Qark, Tyros, Tyr, Turo, Tvarog, Topfen, Plattekaas, Kwark, Kvark",,,,,
/valencay/,Made from unpasteurized goat's milk,France,Indre et Loire,"soft, blue-veined",45%,"creamy, runny, smooth and soft-ripened",mold ripened,blue-grey,citrusy,goaty,no,Various,,,,
/provel/,Made from pasteurized cow's milk,United States,"St. Louis, Missouri",Cheddar,"soft, processed",buttery and gooey,plastic,white,buttery,smokey,no,,,,,
/pule/,Made from donkey's milk,Serbia,Zasavica,artisan,crumbly,white,magareći sir,,,,,,,,,
/etorki/,Made from pasteurized sheep's milk,France,"Mauléon-Licharre, Pyrénées-Atlantiques","hard, artisan",smooth and supple,natural,ivory,"burnt caramel, sweet",earthy,no,,,,,,
/banon/,Made from unpasteurized goat's milk,France,Banon,"soft, artisan",45%,"creamy, smooth and sticky",leaf wrapped,white,"fruity, strong, woody",strong,no,"Fromagerie de Banon, Fromagerie de Montéglin, Les Capitelles",Banon à la feuille,,,
/morbier/,Made from cow's milk,France,Morbier,"semi-soft, artisan",45%,creamy,ivory,"creamy, full-flavored",mild,no,Morbier Cru de Montagne,,,,,
/boulette-davesnes/,Made from pasteurized cow's milk,France,Avesnes,fresh soft,45%,creamy and smooth,washed,spicy,stinky,yes,,,,,,
/breakfast-cheese/,Made from pasteurized cow's milk,United States,California,"fresh firm, soft-ripened",7 g/100g,90 mg/100g,dense and firm,rindless,white,"citrusy, tangy",fresh,yes,Marin French Cheeese Co.,Petite Breakfast,,
/caciotta/,"Made from cow's, goat's, sheep's or water buffalo's milk",Italy,central Italy,Caciotta,"semi-soft, artisan","compact, creamy and firm",natural,pale yellow,"mild, milky, sweet, tangy",strong,,,,,,
/idiazabal/,Made from unpasteurized sheep's milk,Spain,Basque Country,"hard, artisan",compact and open,natural,pale yellow,"buttery, nutty, smokey","aromatic, smokey, sweet",no,"Idiazabalgo gazta, Queso Idiazabal la Vasco Navarra",Idiazabel,,,,
/bavarian-bergkase/,Made from unpasteurized cow's milk,Germany,Allgaeu Alps,"hard, artisan",62%,"crumbly, firm and open",natural,pale yellow,"full-flavored, nutty, spicy","aromatic, rich",no,"Allgäuer Bergkäse DOP, Allgauer Bergkase",Bawarii Bergkäse,,,
/allgauer-emmentaler/,Made from unpasteurized cow's milk,Germany,Swabia,hard,45%,firm,natural,yellow,nutty,pungent,no,,,,,
/bresse-bleu/,Made from pasteurized cow's milk,France,"Bresse, Burgundy",Blue,"soft, blue-veined",creamy,bloomy,white,buttery,fresh,no,French Cows Blue Cheese,Bleu de Bresse,,,
/airedale/,Made from pasteurized cow's milk,New Zealand,Airedale farming district,"semi-soft, artisan",smooth,waxed,pale yellow,"full-flavored, milky, salty, tangy","grassy, strong",yes,Whitestone Cheese,Aged Airedale,,,,
/livarot/,Made from pasteurized or unpasteurized cow's milk,France,Normandy,"soft, artisan, brined","creamy, open, smooth and springy",washed,straw,"citrusy, full-flavored, nutty, spicy","pungent, strong",no,The Colonel,,,,,
/mimolette-boule-de-lille/,Made from pasteurized cow's milk,France,Lille,semi-hard,40%,firm,natural,orange,"buttery, caramel, nutty, salty",no,"vieux Hollande , Boule de Lille",,,,,
/tomme-de-savoie/,Made from unpasteurized cow's milk,France,Savoie,Tomme,"semi-soft, artisan",20-40%,"open, semi firm and supple",natural,ivory,"citrusy, grassy, milky, mushroomy, nutty","barnyardy, earthy",no,,,,
/toma/,Made from pasteurized cow's milk,Italy,Aosta Valley and Piedmont regions of Northern Italy,semi-hard,45%,creamy,natural,pale yellow,"buttery, creamy, tangy",grassy,yes,,,,,
/burgos/,Made from pasteurized or unpasteurized cow's and sheep's milk,Spain,Castille-Leon,fresh soft,46-60%,creamy,rindless,white,"mild, milky",fresh,no,"Queso de Burgos, Fromage Burgos, Burgos käse",,,,
/ardrahan/,Made from pasteurized cow's milk,Ireland,Duhallow,"semi-soft, brined",25%,chalky and smooth,washed,yellow,"acidic, buttery, nutty","earthy, pungent",yes,Ardrahan Dairy Products Ltd.,,,,
/danbo/,Made from pasteurized cow's milk,Denmark,Vejle,"semi-soft, smear-ripened",15-45%,"firm, open and springy",washed,ivory,"buttery, mild, nutty","stinky, strong",no,Mammen Mejeri,"Gamle Ole, King Christian",,,
/requeson/,"Made from pasteurized or unpasteurized cow's, goat's or sheep's milk",Brazil and Portugal,"fresh soft, whey","creamy, smooth and spreadable",rindless,white,"salty, strong",fresh,"Requeijao, Requeijão",,,,,,,
/aisy-cendre/,Made from pasteurized cow's milk,France,Burgundy,"semi-soft, smear-ripened",50%,creamy and smooth,washed,white,"full-flavored, herbaceous, salty, smokey","earthy, nutty, smokey",no,"Cendre d'Aisy, Ashen Aisy",,,,
/ragusano/,Made from whole cow's milk,Italy,Sicily,Pasta filata,"hard, artisan",45%,chewy and open,natural,straw,"savory, spicy, sweet","pleasant, sweet",no,Scaluni,"Ragusano DOP , Formaggio Ragusano DOP , Caciocavallo Ragusano",,
/castelmagno/,"Made from pasteurized or unpasteurized cow's, goat's and sheep's milk",Italy,Piedmont,Blue,semi-hard,34.2 g/100g,4768 mg/100g,"crumbly, dense and grainy",washed,ivory,"sharp, spicy, strong",strong,no,"Castelmagno PDO, Castelmagno di alpeggio, Castelmagno prodotto della montagna",,
/saint-andre/,Made from pasteurized or unpasteurized cow's milk,France,"Coutances, Normandy",Brie,"soft, soft-ripened",75%,creamy and dense,bloomy,ivory,"buttery, salty, sour, tangy","mild, rich","St. Andre, Saint Andre",,,,
/aged-chelsea/,Made from pasteurized goat's milk,United States,"Ann Arbor, Michigan",soft,creamy and spreadable,mold ripened,ivory,"acidic, buttery, sweet",goaty,no,Zingermans.com LLC,,,,,
/caravane/,Made from pasteurized camel's milk,Mauritania,"soft, artisan",22%,creamy,bloomy,white,"salty, sweet",yes,Tiviski,Camelbert,,,,,
/string/,semi-hard,"chewy, firm and stringy",no,,,,,,,,,,,,,
/chaource/,Made from cow's milk,France,Aube,"soft, soft-ripened",25%,"creamy, crumbly and soft-ripened",cream,"buttery, milky",no,,,,,,,
/bleu-des-causses/,Made from unpasteurized cow's milk,France,"Languedoc, Midi Pyrenees",Blue,"semi-soft, blue-veined",45%,creamy,natural,blue,"salty, spicy","grassy, strong",no,,,,
/huntsman/,Made from pasteurized or unpasteurized cow's milk,"England, Great Britain and United Kingdom",Blue,semi-hard,"creamy, crumbly, dense, firm and smooth",natural,golden orange,"mild, nutty, spicy, strong, tangy","strong, sweet",Long Clawson Dairy Limited,,,,,,
/yorkshire-blue/,Made from pasteurized cow's milk,England and United Kingdom,"North Yorkshire, England",Blue,"soft, artisan, blue-veined",creamy and spreadable,natural,pale yellow,"buttery, mild, sweet",strong,yes,Shepherds Purse,,,,
/cougar-gold/,Made from cow's milk,United States,"Pullman, Washington",Cheddar,semi-soft,14%,"creamy, crumbly, crystalline, firm and smooth",rindless,white,"nutty, sharp",no,WSU Creamery,,,,
/coulommiers/,Made from unpasteurized cow's milk,France,Brie,"soft, artisan",40%,creamy,"buttery, nutty",nutty,no,,,,,,,
/tillamook-cheddar/,Made from unpasteurized cow's milk,United States,"Tillamook, Oregon",Cheddar,hard,creamy and crumbly,white,"mild, sharp",yes,Tillamook Cheese Factory,,,,,,
/beenleigh-blue/,Made from pasteurized sheep's milk,England and United Kingdom,Devon,Blue,"soft, blue-veined",45-50%,"crumbly, dense and smooth",natural,ivory,"burnt caramel, salty, spicy",nutty,yes,Ticklemore Cheese Dairy,,,
/danish-feta/,Made from cow's milk,Denmark and Germany,Feta,"semi-hard, brined",20%,"creamy, crumbly and smooth",rindless,white,mild,mild,"Arla Foods, Gaganis bros",Danish White,,,,
/brin-damour/,Made from pasteurized sheep's milk,France,Corsica,"semi-soft, artisan",creamy and firm,natural,white,"citrusy, mild, sour, tangy","herbal, nutty",no,,,,,,
/somerset-brie/,Made from pasteurized cow's milk,England and United Kingdom,Somerset,Brie,"soft, artisan",creamy and smooth,natural,white,mild,"fresh, grassy, mushroom",yes,,,,,
/ardi-gasna/,Made from whole sheep's milk,France,Midi-Pyrénées,"hard, artisan",45%,firm and supple,washed,pale yellow,"mild, nutty, sharp",fresh,no,,,,,
/zamorano/,Made from unpasteurized sheep's milk,Spain,"Castilla-Leon, Zamora",hard,crumbly,natural,pale yellow,"nutty, salty",sweet,no,Zamorano DOP,,,,,
/dry-jack/,Made from pasteurized cow's milk,United States,"Monterey, California",Monterey Jack,hard,"brittle, crumbly and firm",natural,pale yellow,"mild, nutty","aromatic, earthy",yes,Dry Monterey Jack,,,,
/vacherin-fribourgeois/,Made from unpasteurized cow's milk,Switzerland,"Bulle, Fribourg & Jura",Swiss Cheese,"semi-soft, artisan",firm and open,washed,straw,"acidic, buttery, nutty","grassy, pleasant",no,"Vacherin Fribourgeois AOC, Fribourgeois, Le Vacherin Fribourgeois AOP",,,,
/lincolnshire-poacher/,Made from unpasteurized cow's milk,England and United Kingdom,Lincolnshire,Cheddar,hard,45%,open and smooth,natural,yellow,"fruity, nutty, savory, sweet",grassy,no,F.W.Read & Sons Ltd,,,
/caprice-des-dieux/,Made from pasteurized cow's milk,France,Illoud (Haute-Marne),"soft, soft-ripened",60%,creamy and smooth,bloomy,white,"buttery, nutty, smooth",fresh,yes,Savencia Fromage & Dairy,,,,
/bandal/,Made from cow's milk,India,West Bengal,Cottage,"semi-soft, artisan",crumbly,rindless,"salty, smokey , strong",strong,yes,Bandel,,,,,
/creamy-lancashire/,Made from pasteurized or unpasteurized cow's milk,England,Lancanshire,"fresh soft, artisan",75%,"creamy, fluffy and smooth",natural,pale yellow,"buttery, creamy, smooth",rich,no,,,,,
/queso-fresco-adobera/,Made from pasteurized cow's milk,Mexico,Cottage,fresh soft,"crumbly, firm and grainy",natural,ivory,"mild, salty, spicy",fresh,Quesos Navarro,Queso Adobera,,,,,
/petit-suisse/,Made from pasteurized cow's milk,France,"Normandy, Auvilliers",fresh soft,40%,creamy and smooth,rindless,white,"mild, sweet",fresh,Danone,"double Suisse, double Petit-Suisse, Suisse double",,,,
/aragon/,"Made from pasteurized or unpasteurized cow's, goat's and sheep's milk",Spain,Aragon,GRUPO LA PARDINA,,,,,,,,,,,,
/oxford-blue/,Made from pasteurized cow's milk,England and United Kingdom,Buckinghamshire,Blue,"semi-hard, artisan, blue-veined",creamy,natural,white,"salty, sharp, spicy, tangy",strong,Oxford Blue Cheese Company Ltd,,,,,
/manouri/,Made from pasteurized goat's or sheep's milk,Greece,"Central and Western Macedonia, Thessalia",Feta,"semi-soft, whey",36-38%,creamy,rindless,white,"mild, milky","clean, nutty, subtle",Manoypi,,,,
/greve/,Made from cow's milk,Sweden,semi-hard,30-40%,creamy and smooth,waxed,cream,"mild, nutty",Gréveost,,,,,,,
/maroilles/,Made from pasteurized or unpasteurized cow's milk,France,Picardy and Nord-Pas-de-Calais,"soft, artisan",45%,creamy and smooth,washed,ivory,sweet,no,Marolles,,,,,
/derby/,Made from cow's milk,England and United Kingdom,Derbyshire,Cheddar,"semi-hard, artisan",creamy and smooth,ivory,"buttery, mild, sweet",mild,yes,,,,,,
/bierkase/,Made from pasteurized cow's milk,Germany,Cheddar,"semi-soft, smear-ripened",40%,smooth,washed,pale yellow,"full-flavored, salty, tangy",strong,no,"Weisslacker, beer kaese, beer cheese, Whitewash, bierkäse",,,,
/crowdie/,Made from pasteurized cow's milk,Scotland,Cottage,fresh soft,creamy and crumbly,natural,white,sour,yes,Highland Fine Cheeses Limited,,,,,,
/vacherin/,Made from pasteurized cow's milk,France and Switzerland,Jura,Brie,"soft, artisan",45-50%,spreadable,washed,pale yellow,smooth,rich,no,"Mont d'Or, Vacherin Mont d'Or, Vacherin du Haut-Doubs",,,
/marbled-cheeses/,Made from pasteurized cow's milk,United Kingdom,"hard, processed",firm,rindless,golden orange,"mild, smooth, sweet, tangy",no,"Marble Cheddar, Marbled Cheese",,,,,,,
/queso-para-frier/,Made from pasteurized cow's milk,Mexico and Caribbean,Cottage,soft,"creamy, crumbly and firm",rindless,white,"mild, salty",fresh,yes,Queso Para Freir,,,,,
/chabichou-du-poitou/,Made from unpasteurized or whole goat's milk,France,Poitou-Charentes,"semi-soft, artisan, brined",45%,"creamy, dense, firm and spreadable",bloomy,white,"salty, sweet, tangy",goaty,yes,,,,,
/marble-cheddar/,Made from pasteurized cow's milk,England and United Kingdom,Cheddar,"hard, processed",32%,firm and smooth,rindless,golden orange,sharp,no,,,,,,
/soumaintrain/,Made from unpasteurized cow's milk,France,Burgundy,"soft, artisan",53.33%,"close, creamy and smooth",washed,ivory,"full-flavored, mild, salty, sweet",pungent,no,Soumaintrain AOC,,,,
/esrom/,Made from pasteurized cow's milk,Denmark,"semi-soft, artisan",open and supple,washed,pale yellow,"spicy, strong","aromatic, pungent, rich, stinky",no,Arla Foods,Danish Port Salut,,,,,
/boursault/,Made from pasteurized cow's milk,France,Val-de-Marne,Brie,"soft, soft-ripened",75%,"creamy, smooth and spreadable",bloomy,yellow,"buttery, citrusy, nutty, salty",earthy,no,"Délice de Saint-Cyr, Boursault Chèvre, Grand Vatel, Lucullus",,,
/bosworth/,Made from pasteurized goat's milk,England and United Kingdom,Staffordshire,"soft, artisan",45%,crumbly,mold ripened,white,"mild, salty, sweet","aromatic, goaty",yes,Highfields Farm Dairy,"Bosworth Leaf, Bosworth Ash Log",,,
/leyden/,Made from pasteurized cow's milk,Netherlands,Leiden,Gouda,"semi-hard, artisan",30-40%,firm,yellow,"spicy, tangy",aromatic,no,"Leidse Kaas, Cumin cheese, Boeren-Leidse, Boeren-Leidse kaas, Farmers Leiden",,,,
/chaumes/,Made from pasteurized cow's milk,France,St Antoine,"soft, semi-soft, soft-ripened",50%,"creamy, smooth, springy and supple",washed,pale yellow,"full-flavored, nutty","aromatic, strong",no,Chaumes la Crème,,,,
/cotherstone/,Made from unpasteurized cow's milk,England and United Kingdom,Cotherstone,"semi-hard, artisan",45%,crumbly and open,waxed,pale yellow,"acidic, citrusy, tangy",fresh,,,,,,
/explorateur/,Made from cow's milk,France,Île-de-France,soft,75%,smooth and soft-ripened,bloomy,ivory,mild,no,Fromagerie du Petit Morin,,,,,
/tyning/,Made from unpasteurized sheep's milk,England,Somerset,Parmesan,"hard, artisan",brittle and dense,natural,yellow,"acidic, fruity, nutty",fruity,no,Mary Holbrook,,,,
/anneau-du-vic-bilh/,Made from unpasteurized goat's milk,France,Pyrenees-Atlantiques,Cottage,"soft, artisan",45%,creamy and smooth,white,"acidic, nutty, salty, smokey","earthy, nutty, smokey",no,,,,,
/white-stilton-mango-ginger/,Made from pasteurized cow's milk,Great Britain and United Kingdom,Leicestershire,semi-hard,23 g/100g,"creamy, crumbly and open",natural,white,"fruity, savory, spicy, sweet, tangy",fruity,yes,White Stilton with Mango and Ginger,,,,
/perail-de-brebis/,Made from unpasteurized sheep's milk,France,"soft, artisan",creamy and smooth,pale yellow,"full-flavored, strong",goaty,Perail,,,,,,,,
/cabecou/,Made from pasteurized goat's milk,France,Midi-Pyrenees,"soft, artisan",creamy and smooth,leaf wrapped,white,"smooth, tangy",aromatic,no,,,,,,
/anthotyro/,Made from goat's or sheep's milk,Greece,"Macedonia, Thrace, Thessalia, Peloponissos, Ionian Islands, Aegean islands, Crete Island and Epirus","hard, whey",30%,318 mg/100g,crumbly,natural,white,"salty, tangy",strong,"Anthotyro Fresco, Anthotyro","Anthotiro, Antotiro",,,
